Sizes;NOINIT_SEQ_WRITE;INIT_SEQ_WRITE;NOINIT_SEQ_READ;INIT_SEQ_READ;NOINIT_RND_WRITE;INIT_RND_WRITE;NOINIT_RND_READ;INIT_RND_READ
173000;100.00;100.00;100.00;8.00;100.00;100.00;100.00;85.00
174000;100.00;100.00;100.00;10.00;100.00;100.00;100.00;85.00
175000;100.00;100.00;100.00;9.00;100.00;100.00;100.00;72.00
176000;100.00;100.00;100.00;10.00;100.00;100.00;100.00;65.00
177000;100.00;100.00;100.00;7.00;100.00;100.00;100.00;69.00
178000;100.00;100.00;100.00;4.00;100.00;100.00;100.00;66.00
179000;100.00;100.00;100.00;5.00;100.00;100.00;100.00;71.00
180000;100.00;100.00;100.00;4.00;100.00;100.00;100.00;78.00
181000;100.00;100.00;100.00;1.00;100.00;100.00;100.00;72.00
182000;100.00;100.00;100.00;1.00;100.00;100.00;100.00;59.00
183000;100.00;100.00;100.00;25.00;100.00;100.00;100.00;60.00
184000;100.00;100.00;100.00;26.00;100.00;100.00;100.00;61.00
185000;100.00;100.00;100.00;25.00;100.00;100.00;100.00;68.00
186000;100.00;100.00;100.00;25.00;100.00;100.00;100.00;73.00
187000;100.00;100.00;100.00;25.00;100.00;100.00;100.00;83.00
188000;100.00;100.00;100.00;21.00;100.00;100.00;100.00;68.00
189000;100.00;100.00;100.00;25.00;100.00;100.00;100.00;53.00
190000;100.00;100.00;100.00;25.00;100.00;100.00;100.00;78.00
191000;100.00;100.00;100.00;25.00;100.00;100.00;100.00;71.00
192000;100.00;100.00;100.00;25.00;100.00;100.00;100.00;71.00
193000;100.00;100.00;100.00;25.00;100.00;100.00;100.00;78.00
194000;100.00;100.00;100.00;22.00;100.00;100.00;100.00;64.00
195000;100.00;100.00;100.00;24.00;100.00;100.00;100.00;65.00
196000;100.00;100.00;100.00;25.00;100.00;100.00;100.00;66.00
197000;100.00;100.00;100.00;25.00;100.00;100.00;100.00;68.00
198000;100.00;100.00;100.00;24.00;100.00;100.00;100.00;73.00
199000;100.00;100.00;100.00;23.00;100.00;100.00;100.00;80.00
200000;100.00;100.00;100.00;23.00;100.00;100.00;100.00;67.00
201000;100.00;100.00;100.00;24.00;100.00;100.00;100.00;60.00
202000;100.00;100.00;100.00;24.00;100.00;100.00;100.00;73.00
203000;100.00;100.00;100.00;24.00;100.00;100.00;100.00;66.00
204000;100.00;100.00;100.00;24.00;100.00;100.00;100.00;77.00
205000;100.00;100.00;100.00;24.00;100.00;100.00;100.00;75.00
206000;100.00;100.00;100.00;25.00;100.00;100.00;100.00;75.00
207000;100.00;100.00;100.00;25.00;100.00;100.00;100.00;58.00
208000;100.00;100.00;100.00;26.00;100.00;100.00;100.00;69.00
209000;100.00;100.00;100.00;24.00;100.00;100.00;100.00;63.00
210000;100.00;100.00;100.00;14.00;100.00;100.00;100.00;71.00
211000;100.00;100.00;100.00;14.00;100.00;100.00;100.00;65.00
212000;100.00;100.00;100.00;15.00;100.00;100.00;100.00;56.00
213000;100.00;100.00;100.00;14.00;100.00;100.00;100.00;71.00
214000;100.00;100.00;100.00;14.00;100.00;100.00;100.00;81.00
215000;100.00;100.00;100.00;17.00;100.00;100.00;100.00;69.00
216000;100.00;100.00;100.00;14.00;100.00;100.00;100.00;62.00
217000;100.00;100.00;100.00;14.00;100.00;100.00;100.00;64.00
218000;100.00;100.00;100.00;15.00;100.00;100.00;100.00;71.00
219000;100.00;100.00;100.00;13.00;100.00;100.00;100.00;73.00
220000;100.00;100.00;100.00;14.00;100.00;100.00;100.00;74.00
221000;100.00;100.00;100.00;14.00;100.00;100.00;100.00;63.00
222000;100.00;100.00;100.00;15.00;100.00;100.00;100.00;66.00
223000;100.00;100.00;100.00;13.00;100.00;100.00;100.00;67.00
224000;100.00;100.00;100.00;15.00;100.00;100.00;100.00;75.00
225000;100.00;100.00;100.00;14.00;100.00;100.00;100.00;76.00
226000;100.00;100.00;100.00;10.00;100.00;100.00;100.00;78.00
227000;100.00;100.00;100.00;11.00;100.00;100.00;100.00;75.00
228000;100.00;100.00;100.00;10.00;100.00;100.00;100.00;67.00
229000;100.00;100.00;100.00;10.00;100.00;100.00;100.00;65.00
230000;100.00;100.00;100.00;10.00;100.00;100.00;100.00;57.00
231000;100.00;100.00;100.00;11.00;100.00;100.00;100.00;63.00
232000;100.00;100.00;100.00;7.00;100.00;100.00;100.00;69.00
233000;100.00;100.00;100.00;9.00;100.00;100.00;100.00;77.00
234000;100.00;100.00;100.00;9.00;100.00;100.00;100.00;78.00
235000;100.00;100.00;100.00;6.00;100.00;100.00;100.00;78.00
236000;100.00;100.00;100.00;7.00;100.00;100.00;100.00;66.00
237000;100.00;100.00;100.00;5.00;100.00;100.00;100.00;65.00
238000;100.00;100.00;100.00;4.00;100.00;100.00;100.00;72.00
239000;100.00;100.00;100.00;4.00;100.00;100.00;100.00;74.00
240000;100.00;100.00;100.00;5.00;100.00;100.00;100.00;78.00
241000;100.00;100.00;100.00;2.00;100.00;100.00;100.00;79.00
242000;100.00;100.00;100.00;3.00;100.00;100.00;100.00;79.00
243000;100.00;100.00;100.00;3.00;100.00;100.00;100.00;64.00
244000;100.00;100.00;100.00;1.00;100.00;100.00;100.00;60.00
245000;100.00;100.00;100.00;29.00;100.00;100.00;100.00;63.00
246000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;71.00
247000;100.00;100.00;100.00;14.00;100.00;100.00;100.00;84.00
248000;100.00;100.00;100.00;20.00;100.00;100.00;100.00;77.00
249000;100.00;100.00;100.00;27.00;100.00;100.00;100.00;59.00
250000;100.00;100.00;100.00;28.00;100.00;100.00;100.00;67.00
251000;100.00;100.00;100.00;26.00;100.00;100.00;100.00;62.00
252000;100.00;100.00;100.00;31.00;100.00;100.00;100.00;67.00
253000;100.00;100.00;100.00;28.00;100.00;100.00;100.00;72.00
254000;100.00;100.00;100.00;32.00;100.00;100.00;100.00;73.00
255000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;83.00
256000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;79.00
257000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;62.00
258000;100.00;100.00;100.00;34.00;100.00;100.00;100.00;61.00
259000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;57.00
260000;100.00;100.00;100.00;35.00;100.00;100.00;100.00;71.00
261000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;82.00
262000;100.00;100.00;100.00;31.00;100.00;100.00;100.00;83.00
263000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;67.00
264000;100.00;100.00;100.00;31.00;100.00;100.00;100.00;65.00
265000;100.00;100.00;100.00;34.00;100.00;100.00;100.00;72.00
266000;100.00;100.00;100.00;32.00;100.00;100.00;100.00;66.00
267000;100.00;100.00;100.00;34.00;100.00;100.00;100.00;84.00
268000;100.00;100.00;100.00;34.00;100.00;100.00;100.00;77.00
269000;100.00;100.00;100.00;31.00;100.00;100.00;100.00;71.00
270000;100.00;100.00;100.00;34.00;100.00;100.00;100.00;63.00
271000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;66.00
272000;100.00;100.00;100.00;34.00;100.00;100.00;100.00;67.00
273000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;64.00
274000;100.00;100.00;100.00;35.00;100.00;100.00;100.00;64.00
275000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;57.00
276000;100.00;100.00;100.00;34.00;100.00;100.00;100.00;62.00
277000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;65.00
278000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;56.00
279000;100.00;100.00;100.00;34.00;100.00;100.00;100.00;71.00
280000;100.00;100.00;100.00;35.00;100.00;100.00;100.00;70.00
281000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;66.00
282000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;63.00
283000;100.00;100.00;100.00;32.00;100.00;100.00;100.00;64.00
284000;100.00;100.00;100.00;34.00;100.00;100.00;100.00;69.00
285000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;73.00
286000;100.00;100.00;100.00;32.00;100.00;100.00;100.00;79.00
287000;100.00;100.00;100.00;35.00;100.00;100.00;100.00;62.00
288000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;73.00
289000;100.00;100.00;100.00;34.00;100.00;100.00;100.00;72.00
290000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;77.00
291000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;75.00
292000;100.00;100.00;100.00;34.00;100.00;100.00;100.00;76.00
293000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;76.00
294000;100.00;100.00;100.00;32.00;100.00;100.00;100.00;71.00
295000;100.00;100.00;100.00;20.00;100.00;100.00;100.00;65.00
296000;100.00;100.00;100.00;20.00;100.00;100.00;100.00;67.00
297000;100.00;100.00;100.00;20.00;100.00;100.00;100.00;66.00
298000;100.00;100.00;100.00;21.00;100.00;100.00;100.00;76.00
299000;100.00;100.00;100.00;20.00;100.00;100.00;100.00;63.00
300000;100.00;100.00;100.00;21.00;100.00;100.00;100.00;77.00
301000;100.00;100.00;100.00;21.00;100.00;100.00;100.00;58.00
302000;100.00;100.00;100.00;20.00;100.00;100.00;100.00;72.00
303000;100.00;100.00;100.00;20.00;100.00;100.00;100.00;75.00
304000;100.00;100.00;100.00;20.00;100.00;100.00;100.00;94.00
305000;100.00;100.00;100.00;20.00;100.00;100.00;100.00;90.00
306000;100.00;100.00;100.00;19.00;100.00;100.00;100.00;68.00
307000;100.00;100.00;100.00;20.00;100.00;100.00;100.00;64.00
308000;100.00;100.00;100.00;20.00;100.00;100.00;100.00;64.00
309000;100.00;100.00;100.00;20.00;100.00;100.00;100.00;75.00
310000;100.00;100.00;100.00;20.00;100.00;100.00;100.00;80.00
311000;100.00;100.00;100.00;20.00;100.00;100.00;100.00;89.00
312000;100.00;100.00;100.00;22.00;100.00;100.00;100.00;94.00
313000;100.00;100.00;100.00;34.00;100.00;100.00;100.00;93.00
314000;100.00;100.00;100.00;24.00;100.00;100.00;100.00;72.00
315000;100.00;100.00;100.00;22.00;100.00;100.00;100.00;68.00
316000;100.00;100.00;100.00;22.00;100.00;100.00;100.00;75.00
317000;100.00;100.00;100.00;25.00;100.00;100.00;100.00;77.00
318000;100.00;100.00;100.00;22.00;100.00;100.00;100.00;90.00
319000;100.00;100.00;100.00;20.00;100.00;100.00;100.00;91.00
320000;100.00;100.00;100.00;20.00;100.00;100.00;100.00;75.00
321000;100.00;100.00;100.00;19.00;100.00;100.00;100.00;72.00
322000;100.00;100.00;100.00;20.00;100.00;100.00;100.00;71.00
323000;100.00;100.00;100.00;19.00;100.00;100.00;100.00;84.00
324000;100.00;100.00;100.00;19.00;100.00;100.00;100.00;93.00
325000;100.00;100.00;100.00;20.00;100.00;100.00;100.00;91.00
326000;100.00;100.00;100.00;16.00;100.00;100.00;100.00;73.00
327000;100.00;100.00;100.00;16.00;100.00;100.00;100.00;74.00
328000;100.00;100.00;100.00;15.00;100.00;100.00;100.00;80.00
329000;100.00;100.00;100.00;15.00;100.00;100.00;100.00;77.00
330000;100.00;100.00;100.00;16.00;100.00;100.00;100.00;75.00
331000;100.00;100.00;100.00;14.00;100.00;100.00;100.00;71.00
332000;100.00;100.00;100.00;16.00;100.00;100.00;100.00;73.00
333000;100.00;100.00;100.00;15.00;100.00;100.00;100.00;82.00
334000;100.00;100.00;100.00;15.00;100.00;100.00;100.00;69.00
335000;100.00;100.00;100.00;14.00;100.00;100.00;100.00;80.00
336000;100.00;100.00;100.00;14.00;100.00;100.00;100.00;95.00
337000;100.00;100.00;100.00;14.00;100.00;100.00;100.00;95.00
338000;100.00;100.00;100.00;11.00;100.00;100.00;100.00;90.00
339000;100.00;100.00;100.00;13.00;100.00;100.00;100.00;70.00
340000;100.00;100.00;100.00;13.00;100.00;100.00;100.00;71.00
341000;100.00;100.00;100.00;11.00;100.00;100.00;100.00;71.00
342000;100.00;100.00;100.00;11.00;100.00;100.00;100.00;86.00
343000;100.00;100.00;100.00;11.00;100.00;100.00;100.00;98.00
344000;100.00;100.00;100.00;13.00;100.00;100.00;100.00;90.00
345000;100.00;100.00;100.00;10.00;100.00;100.00;100.00;76.00
346000;100.00;100.00;100.00;8.00;100.00;100.00;100.00;77.00
347000;100.00;100.00;100.00;10.00;100.00;100.00;100.00;79.00
348000;100.00;100.00;100.00;9.00;100.00;100.00;100.00;71.00
349000;100.00;100.00;100.00;8.00;100.00;100.00;100.00;78.00
350000;100.00;100.00;100.00;8.00;100.00;100.00;100.00;91.00
351000;100.00;100.00;100.00;7.00;100.00;100.00;100.00;88.00
352000;100.00;100.00;100.00;7.00;100.00;100.00;100.00;67.00
353000;100.00;100.00;100.00;6.00;100.00;100.00;100.00;68.00
354000;100.00;100.00;100.00;7.00;100.00;100.00;100.00;62.00
355000;100.00;100.00;100.00;6.00;100.00;100.00;100.00;76.00
356000;100.00;100.00;100.00;7.00;100.00;100.00;100.00;82.00
357000;100.00;100.00;100.00;5.00;100.00;100.00;100.00;78.00
358000;100.00;100.00;100.00;5.00;100.00;100.00;100.00;62.00
359000;100.00;100.00;100.00;4.00;100.00;100.00;100.00;73.00
360000;100.00;100.00;100.00;3.00;100.00;100.00;100.00;73.00
361000;100.00;100.00;100.00;6.00;100.00;100.00;100.00;70.00
362000;100.00;100.00;100.00;1.00;100.00;100.00;100.00;71.00
363000;100.00;100.00;100.00;6.00;100.00;100.00;100.00;90.00
364000;100.00;100.00;100.00;9.00;100.00;100.00;100.00;89.00
365000;100.00;100.00;100.00;6.00;100.00;100.00;100.00;66.00
366000;100.00;100.00;100.00;11.00;100.00;100.00;100.00;80.00
367000;100.00;100.00;100.00;13.00;100.00;100.00;100.00;67.00
368000;100.00;100.00;100.00;20.00;100.00;100.00;100.00;71.00
369000;100.00;100.00;100.00;30.00;100.00;100.00;100.00;79.00
370000;100.00;100.00;100.00;50.00;100.00;100.00;100.00;88.00
371000;100.00;100.00;100.00;36.00;100.00;100.00;100.00;92.00
372000;100.00;100.00;100.00;50.00;100.00;100.00;100.00;74.00
373000;100.00;100.00;100.00;42.00;100.00;100.00;100.00;69.00
374000;100.00;100.00;100.00;36.00;100.00;100.00;100.00;69.00
375000;100.00;100.00;100.00;48.00;100.00;100.00;100.00;96.00
376000;100.00;100.00;100.00;50.00;100.00;100.00;100.00;91.00
377000;100.00;100.00;100.00;50.00;100.00;100.00;100.00;72.00
378000;100.00;100.00;100.00;51.00;100.00;100.00;100.00;67.00
379000;100.00;100.00;100.00;50.00;100.00;100.00;100.00;60.00
380000;100.00;100.00;100.00;50.00;100.00;100.00;100.00;71.00
381000;100.00;100.00;100.00;50.00;100.00;100.00;100.00;74.00
382000;100.00;100.00;100.00;37.00;100.00;100.00;100.00;88.00
383000;100.00;100.00;100.00;50.00;100.00;100.00;100.00;91.00
384000;100.00;100.00;100.00;44.00;100.00;100.00;100.00;92.00
385000;100.00;100.00;100.00;48.00;100.00;100.00;100.00;65.00
386000;100.00;100.00;100.00;50.00;100.00;100.00;100.00;69.00
387000;100.00;100.00;100.00;48.00;100.00;100.00;100.00;67.00
388000;100.00;100.00;100.00;51.00;100.00;100.00;100.00;85.00
389000;100.00;100.00;100.00;49.00;100.00;100.00;100.00;94.00
390000;100.00;100.00;100.00;50.00;100.00;100.00;100.00;83.00
391000;100.00;100.00;100.00;48.00;100.00;100.00;100.00;71.00
392000;100.00;100.00;100.00;48.00;100.00;100.00;100.00;73.00
393000;100.00;100.00;100.00;50.00;100.00;100.00;100.00;70.00
394000;100.00;100.00;100.00;50.00;100.00;100.00;100.00;66.00
