Sizes;NOINIT_SEQ_WRITE;INIT_SEQ_WRITE;NOINIT_SEQ_READ;INIT_SEQ_READ;NOINIT_RND_WRITE;INIT_RND_WRITE;NOINIT_RND_READ;INIT_RND_READ
212500;0.01;0.02;0.17;0.66;0.00;0.00;1.78;1.45
215000;0.02;0.02;0.15;0.61;0.00;0.00;1.49;1.23
217500;0.01;0.02;0.16;0.69;0.00;0.00;1.93;1.07
220000;0.01;0.03;0.15;0.64;0.00;0.00;1.59;0.55
222500;0.01;0.02;0.17;0.63;0.00;0.00;1.96;0.69
225000;0.02;0.01;0.14;0.73;0.00;0.01;1.50;2.59
227500;0.01;0.01;0.16;0.80;0.00;0.01;0.62;0.53
230000;0.01;0.04;0.16;0.65;0.00;0.00;1.38;3.43
232500;0.01;0.00;0.16;0.66;0.00;0.00;1.16;0.00
235000;0.01;0.00;0.01;0.36;0.00;0.01;0.74;0.39
237500;0.01;0.00;0.16;0.60;0.01;0.00;1.73;2.43
240000;0.01;0.01;0.16;0.69;0.00;0.00;1.80;3.50
242500;0.01;0.01;0.17;0.67;0.00;0.00;1.69;1.48
245000;0.01;0.02;0.16;0.67;0.01;0.00;1.96;3.64
247500;0.01;0.00;0.16;0.68;0.00;0.01;1.85;3.54
250000;0.01;0.00;0.17;0.68;0.00;0.00;1.85;3.56
252500;0.01;0.02;0.17;0.67;0.01;0.00;1.86;3.56
255000;0.01;0.00;0.16;0.68;0.00;0.00;1.44;3.72
257500;0.00;0.00;0.16;0.67;0.01;0.00;1.86;3.95
260000;0.01;0.01;0.17;0.67;0.00;0.00;1.95;2.90
262500;0.01;0.00;0.15;0.66;0.01;0.01;0.88;3.02
265000;0.01;0.00;0.16;0.87;0.00;0.01;1.79;3.34
267500;0.01;0.01;0.17;0.93;0.00;0.00;2.84;3.56
270000;0.01;0.01;0.16;0.94;0.00;0.01;2.56;3.50
272500;0.01;0.02;0.17;0.99;0.00;0.00;3.21;3.74
275000;0.01;0.01;0.17;0.99;0.00;0.00;3.28;4.00
277500;0.01;0.01;0.16;0.95;0.00;0.00;3.40;3.30
280000;0.01;0.00;0.17;0.98;0.00;0.00;2.69;3.57
282500;0.01;0.00;0.16;0.99;0.00;0.00;3.15;3.92
285000;0.01;0.00;0.16;0.92;0.00;0.00;3.41;3.95
287500;0.01;0.02;0.16;0.93;0.00;0.00;3.36;3.54
290000;0.01;0.01;0.16;0.67;0.00;0.00;3.68;3.81
292500;0.01;0.00;0.17;0.64;0.00;0.00;3.27;3.84
295000;0.01;0.00;0.17;0.68;0.00;0.00;2.91;3.64
297500;0.01;0.01;0.16;0.76;0.00;0.00;3.85;3.42
300000;0.01;0.01;0.15;0.90;0.01;0.02;1.51;2.74
302500;0.01;0.01;0.17;0.86;0.00;0.00;3.45;2.88
305000;0.01;0.01;0.16;0.93;0.00;0.00;3.42;1.89
307500;0.01;0.01;0.17;0.95;0.00;0.00;0.66;1.47
310000;0.01;0.02;0.17;0.90;0.00;0.00;3.72;3.34
312500;0.01;0.02;0.16;0.77;0.00;0.01;3.61;3.94
315000;0.01;0.03;0.17;0.80;0.00;0.00;3.04;3.37
317500;0.01;0.00;0.17;1.00;0.00;0.00;3.42;3.69
320000;0.01;0.00;0.16;0.92;0.00;0.00;3.30;2.69
322500;0.01;0.01;0.16;0.97;0.00;0.01;2.92;3.66
325000;0.01;0.01;0.16;0.82;0.00;0.00;1.59;3.63
327500;0.01;0.00;0.15;0.92;0.00;0.01;3.35;3.84
330000;0.01;0.00;0.17;0.97;0.00;0.00;3.13;3.65
332500;0.01;0.02;0.16;0.87;0.00;0.01;1.66;2.76
335000;0.01;0.01;0.16;0.91;0.01;0.00;3.18;2.53
337500;0.01;0.01;0.16;0.86;0.00;0.01;3.74;3.41
340000;0.01;0.00;0.17;0.90;0.00;0.00;3.60;3.02
342500;0.01;0.00;0.15;0.83;0.00;0.00;3.58;2.84
345000;0.01;0.00;0.17;0.79;0.00;0.00;1.87;2.69
347500;0.01;0.02;0.16;0.89;0.01;0.01;3.73;1.82
350000;0.01;0.01;0.17;0.94;0.00;0.00;2.01;1.31
352500;0.01;0.02;0.17;0.90;0.00;0.00;2.73;1.64
355000;0.01;0.01;0.17;0.93;0.01;0.00;3.54;1.07
357500;0.01;0.00;0.04;0.03;0.00;0.01;0.01;0.04
360000;0.01;0.01;0.01;0.00;0.00;0.00;0.02;0.00
362500;0.01;0.01;0.01;0.00;0.00;0.00;0.00;0.01
365000;0.01;0.00;0.02;0.27;0.00;0.00;3.34;2.56
367500;0.01;0.01;0.17;0.99;0.00;0.00;3.74;2.84
370000;0.01;0.01;0.16;0.96;0.00;0.00;3.55;3.00
372500;0.01;0.01;0.17;0.99;0.00;0.00;0.47;2.85
375000;0.01;0.01;0.16;1.01;0.00;0.01;3.54;1.84
377500;0.01;0.00;0.16;1.02;0.00;0.00;3.39;2.48
380000;0.01;0.00;0.17;1.00;0.00;0.00;0.53;2.61
382500;0.01;0.01;0.17;1.01;0.00;0.00;2.72;2.96
385000;0.01;0.01;0.17;1.00;0.00;0.01;2.83;2.59
387500;0.01;0.01;0.17;1.00;0.00;0.02;0.76;1.77
390000;0.01;0.00;0.17;1.01;0.00;0.01;3.55;2.77
392500;0.00;0.01;0.15;0.98;0.00;0.00;1.96;1.34
395000;0.01;0.00;0.17;1.00;0.00;0.00;2.29;2.76
397500;0.01;0.01;0.16;0.99;0.00;0.01;1.93;2.06
400000;0.01;0.03;0.04;0.06;0.00;0.00;0.14;0.12
402500;0.01;0.01;0.11;0.16;0.00;0.00;0.18;0.03
405000;0.02;0.00;0.03;0.04;0.00;0.01;0.01;0.01
407500;0.01;0.04;0.01;0.01;0.00;0.00;0.01;0.01
410000;0.01;0.01;0.02;0.68;0.00;0.00;2.22;1.77
412500;0.01;0.00;0.17;0.99;0.00;0.00;0.74;2.82
415000;0.01;0.01;0.17;1.01;0.00;0.00;3.47;2.51
417500;0.01;0.01;0.17;1.00;0.00;0.00;2.45;2.90
420000;0.01;0.01;0.16;1.00;0.00;0.00;3.37;2.92
422500;0.01;0.00;0.16;1.01;0.00;0.00;3.14;2.81
425000;0.01;0.00;0.17;1.00;0.00;0.00;3.26;2.37
427500;0.01;0.01;0.17;1.00;0.00;0.00;3.46;3.00
430000;0.01;0.01;0.16;1.01;0.00;0.00;0.78;1.63
432500;0.01;0.00;0.17;0.94;0.00;0.01;2.83;1.86
435000;0.01;0.01;0.17;0.99;0.00;0.00;2.51;2.83
437500;0.01;0.03;0.17;1.01;0.00;0.00;0.10;2.65
440000;0.01;0.01;0.17;1.00;0.00;0.01;2.98;2.90
442500;0.01;0.01;0.17;1.00;0.00;0.00;3.09;3.00
445000;0.01;0.00;0.17;1.01;0.00;0.00;3.47;2.75
447500;0.01;0.00;0.17;1.00;0.00;0.00;2.19;2.81
450000;0.01;0.00;0.15;1.00;0.00;0.00;3.46;2.83
452500;0.01;0.00;0.17;1.01;0.00;0.01;3.91;1.98
455000;0.01;0.02;0.16;0.97;0.00;0.00;3.41;2.00
457500;0.01;0.00;0.17;1.01;0.00;0.00;2.44;2.40
460000;0.02;0.01;0.17;1.00;0.00;0.00;2.93;2.80
462500;0.01;0.00;0.17;1.01;0.00;0.00;3.56;3.00
465000;0.01;0.01;0.16;0.99;0.00;0.00;3.54;2.80
467500;0.01;0.01;0.17;1.01;0.00;0.02;1.60;2.86
470000;0.01;0.01;0.17;1.00;0.01;0.01;3.53;2.83
472500;0.01;0.05;0.16;1.00;0.01;0.02;3.61;2.96
475000;0.01;0.02;0.17;0.97;0.00;0.00;3.29;2.83
477500;0.01;0.01;0.16;1.00;0.00;0.00;0.53;2.84
480000;0.01;0.00;0.16;0.95;0.00;0.00;3.12;2.82
482500;0.01;0.02;0.17;0.53;0.01;0.00;0.36;2.48
485000;0.01;0.01;0.17;0.51;0.01;0.01;1.20;0.79
487500;0.00;0.00;0.16;0.54;0.01;0.01;2.93;2.71
490000;0.01;0.02;0.17;0.12;0.00;0.01;0.09;0.19
492500;0.02;0.00;0.07;0.32;0.01;0.01;0.17;0.02
495000;0.01;0.02;0.02;0.04;0.00;0.01;0.03;0.03
497500;0.01;0.02;0.17;0.70;0.00;0.00;1.90;1.11
500000;0.01;0.03;0.15;1.09;0.00;0.01;0.02;2.61
502500;0.01;0.03;0.15;1.24;0.00;0.00;2.72;1.47
505000;0.01;0.00;0.17;1.06;0.00;0.00;3.51;2.13
507500;0.01;0.01;0.01;0.97;0.00;0.01;3.20;2.60
510000;0.01;0.02;0.17;1.03;0.00;0.00;1.44;2.67
512500;0.01;0.02;0.17;1.07;0.01;0.00;3.23;1.83
515000;0.01;0.00;0.16;1.12;0.01;0.01;3.66;2.31
517500;0.01;0.02;0.17;1.02;0.00;0.00;3.61;2.86
520000;0.01;0.01;0.16;1.20;0.01;0.00;0.70;2.22
522500;0.01;0.01;0.16;1.03;0.00;0.00;3.39;2.38
525000;0.01;0.01;0.17;1.05;0.00;0.00;3.38;1.75
527500;0.01;0.01;0.16;0.62;0.00;0.00;0.01;0.27
530000;0.01;0.00;0.08;0.25;0.00;0.00;0.13;0.03
532500;0.01;0.01;0.03;0.03;0.01;0.01;0.02;0.01
535000;0.01;0.00;0.01;0.01;0.00;0.02;0.01;2.16
537500;0.01;0.01;0.16;1.29;0.01;0.00;2.77;2.89
540000;0.01;0.00;0.17;1.67;0.00;0.00;1.51;1.23
542500;0.01;0.01;0.17;1.66;0.00;0.00;0.03;0.01
545000;0.01;0.01;0.03;0.01;0.01;0.00;0.01;0.00
547500;0.01;0.01;0.01;0.00;0.00;0.00;0.02;0.25
550000;0.01;0.00;0.15;1.64;0.00;0.00;2.36;2.90
552500;0.01;0.00;0.16;1.65;0.00;0.00;3.72;2.16
555000;0.01;0.00;0.17;1.67;0.00;0.01;3.63;1.46
557500;0.01;0.01;0.16;1.64;0.00;0.00;1.54;2.56
560000;0.01;0.01;0.16;1.67;0.00;0.00;3.21;1.24
562500;0.01;0.02;0.17;1.63;0.00;0.00;2.68;2.80
565000;0.01;0.01;0.16;1.67;0.00;0.00;3.77;0.29
567500;0.01;0.03;0.15;1.63;0.01;0.00;3.44;1.04
570000;0.01;0.02;0.17;1.58;0.00;0.00;3.26;3.00
572500;0.01;0.00;0.17;1.65;0.00;0.00;0.01;3.00
575000;0.01;0.01;0.17;1.66;0.00;0.00;3.53;2.84
577500;0.01;0.00;0.17;1.66;0.00;0.00;3.76;2.94
580000;0.01;0.01;0.16;1.66;0.00;0.01;3.53;2.66
582500;0.01;0.01;0.16;1.49;0.00;0.00;1.15;2.81
585000;0.01;0.01;0.17;1.37;0.00;0.01;2.39;2.78
587500;0.01;0.02;0.17;1.35;0.00;0.01;2.20;2.77
590000;0.01;0.01;0.17;1.35;0.00;0.01;3.66;2.89
592500;0.01;0.00;0.17;1.47;0.00;0.00;3.44;1.71
595000;0.01;0.01;0.17;1.49;0.00;0.01;2.89;2.89
597500;0.01;0.01;0.17;1.40;0.01;0.00;3.77;2.55
600000;0.01;0.02;0.17;1.45;0.00;0.00;3.86;3.00
602500;0.01;0.00;0.16;1.42;0.00;0.01;3.35;2.96
605000;0.01;0.01;0.17;1.73;0.00;0.00;3.23;2.94
607500;0.01;0.00;0.16;1.49;0.00;0.01;1.02;2.85
610000;0.01;0.00;0.16;1.50;0.01;0.01;3.37;2.80
612500;0.01;0.03;0.17;1.51;0.00;0.00;3.48;2.73
615000;0.01;0.02;0.17;1.50;0.00;0.01;3.07;0.56
617500;0.01;0.01;0.16;1.48;0.00;0.00;3.40;2.48
620000;0.01;0.01;0.17;1.45;0.00;0.02;3.39;2.13
622500;0.01;0.02;0.17;1.49;0.00;0.01;3.08;0.44
625000;0.01;0.01;0.16;1.49;0.00;0.01;3.08;0.69
627500;0.01;0.01;0.17;1.28;0.00;0.01;2.92;2.71
630000;0.01;0.00;0.16;1.29;0.00;0.01;2.87;1.81
632500;0.01;0.00;0.16;1.56;0.01;0.00;3.44;2.95
635000;0.01;0.02;0.17;1.53;0.00;0.00;2.98;2.62
637500;0.01;0.02;0.15;1.75;0.00;0.01;3.14;2.61
640000;0.01;0.00;0.16;1.74;0.00;0.00;3.16;2.18
642500;0.01;0.01;0.16;1.79;0.00;0.00;1.62;2.91
645000;0.01;0.00;0.16;1.80;0.00;0.00;3.43;2.89
647500;0.01;0.01;0.17;1.74;0.00;0.00;3.55;2.83
650000;0.01;0.02;0.17;1.61;0.00;0.00;3.27;2.61
652500;0.01;0.00;0.16;1.60;0.01;0.00;3.26;1.75
655000;0.01;0.01;0.16;1.66;0.00;0.01;1.92;2.94
657500;0.01;0.02;0.17;1.47;0.00;0.01;3.39;1.51
660000;0.01;0.02;0.17;1.24;0.01;0.00;3.47;1.78
662500;0.01;0.01;0.17;1.23;0.01;0.01;0.51;0.38
665000;0.02;0.01;0.16;1.24;0.01;0.00;3.36;1.51
667500;0.01;0.03;0.16;1.26;0.01;0.00;3.77;2.05
670000;0.01;0.01;0.16;1.27;0.01;0.00;2.21;2.48
672500;0.01;0.01;0.17;1.16;0.00;0.00;3.56;2.78
675000;0.01;0.01;0.17;1.18;0.00;0.00;1.25;0.28
677500;0.01;0.02;0.16;1.17;0.00;0.01;3.56;2.56
680000;0.01;0.02;0.16;1.22;0.00;0.00;3.46;2.47
682500;0.01;0.00;0.16;1.27;0.00;0.01;2.85;2.44
685000;0.01;0.00;0.17;1.22;0.00;0.00;3.53;2.83
687500;0.01;0.02;0.17;1.20;0.00;0.00;3.14;2.49
690000;0.01;0.00;0.17;1.18;0.00;0.00;2.53;1.81
692500;0.01;0.00;0.17;1.23;0.00;0.00;3.47;1.92
695000;0.01;0.00;0.16;1.19;0.00;0.01;3.33;2.55
697500;0.01;0.01;0.16;1.19;0.00;0.00;1.10;2.50
700000;0.01;0.01;0.17;1.23;0.00;0.00;3.60;2.21
702500;0.01;0.02;0.16;1.23;0.00;0.00;2.50;2.02
705000;0.01;0.02;0.16;1.15;0.01;0.01;2.93;2.24
707500;0.01;0.01;0.16;1.28;0.00;0.00;2.56;2.12
710000;0.01;0.00;0.07;1.19;0.01;0.00;2.78;2.46
712500;0.01;0.01;0.17;1.28;0.01;0.00;3.67;2.17
715000;0.01;0.01;0.17;1.44;0.00;0.01;0.20;2.73
717500;0.01;0.03;0.17;1.45;0.00;0.00;2.44;2.39
720000;0.01;0.00;0.17;1.48;0.01;0.01;3.35;2.23
722500;0.01;0.02;0.16;1.34;0.00;0.00;2.96;0.95
725000;0.01;0.01;0.12;1.35;0.00;0.00;2.66;1.78
727500;0.01;0.02;0.17;1.48;0.00;0.00;3.11;1.76
730000;0.01;0.01;0.16;1.36;0.00;0.00;2.92;1.69
732500;0.01;0.00;0.16;0.98;0.00;0.03;1.59;1.35
735000;0.01;0.02;0.16;1.01;0.00;0.00;2.90;1.91
737500;0.01;0.00;0.16;0.95;0.00;0.00;2.68;1.66
740000;0.01;0.00;0.16;1.00;0.00;0.00;3.38;1.25
742500;0.01;0.02;0.16;1.01;0.00;0.00;3.21;1.44
745000;0.02;0.00;0.17;0.92;0.00;0.00;2.29;0.36
747500;0.01;0.00;0.16;0.74;0.01;0.00;1.49;1.40
750000;0.01;0.02;0.16;0.95;0.00;0.00;0.69;1.86
752500;0.01;0.02;0.17;0.85;0.00;0.00;3.55;1.48
755000;0.01;0.00;0.16;0.95;0.00;0.00;3.58;1.56
757500;0.01;0.01;0.17;0.95;0.00;0.00;3.61;0.80
760000;0.01;0.00;0.16;0.98;0.00;0.00;3.68;1.18
762500;0.01;0.00;0.17;0.90;0.00;0.02;3.60;1.43
765000;0.01;0.01;0.16;0.93;0.00;0.00;2.97;1.57
767500;0.01;0.01;0.04;0.71;0.00;0.02;0.01;1.22
770000;0.01;0.00;0.08;0.37;0.00;0.01;0.02;0.21
772500;0.01;0.00;0.06;0.40;0.00;0.00;0.13;0.92
775000;0.01;0.01;0.07;0.32;0.00;0.00;0.34;1.14
777500;0.01;0.00;0.16;0.57;0.01;0.00;0.56;1.36
780000;0.01;0.00;0.17;0.81;0.00;0.01;3.59;1.96
782500;0.01;0.02;0.16;0.86;0.00;0.01;3.28;1.96
785000;0.01;0.02;0.16;0.91;0.00;0.00;3.51;1.96
787500;0.01;0.00;0.17;0.93;0.00;0.00;3.37;1.94
790000;0.01;0.01;0.16;0.77;0.00;0.00;3.43;1.95
792500;0.01;0.01;0.16;0.90;0.00;0.00;3.62;1.61
795000;0.01;0.00;0.16;0.88;0.01;0.01;2.95;1.75
797500;0.01;0.00;0.17;0.90;0.00;0.00;3.23;1.86
800000;0.01;0.01;0.05;0.82;0.00;0.00;2.98;1.79
802500;0.01;0.01;0.17;0.75;0.00;0.00;3.00;0.21
805000;0.01;0.04;0.17;0.75;0.01;0.01;3.29;1.19
807500;0.01;0.01;0.16;0.81;0.01;0.00;2.77;2.00
810000;0.01;0.02;0.16;0.75;0.01;0.00;0.71;0.91
812500;0.01;0.00;0.16;0.84;0.00;0.00;3.44;1.87
