1393198805,o,R,0.003145,140148544542464
1393198808,p,R,0.001783,140148544272128
1393198808,s,R,0.001832,140148544136960
1393198809,o,R,0.000939,140148544001792
1393198810,s,R,0.000770,140148543866624
1393198810,o,R,0.000823,140148544272128
1393198811,c,R,0.000457,140148543731456
1393198813,o,R,0.000815,140148543866624
1393198813,p,R,0.001459,140148543596288
1393198813,s,R,0.001384,140148543461120
1393198813,s,R,0.000771,140148543731456
1393198814,s,R,0.000759,140148543325952
1393198815,s,R,0.000844,140148544136960
1393198816,s,R,0.000357,140148543055616
1393198816,p,R,0.000394,140148543190784
1393198818,s,R,0.000793,140148543596288
1393198818,o,R,0.001521,140148542785280
1393198818,o,R,0.000787,140148543190784
1393198820,s,R,0.000735,140148530812672
1393198821,o,R,0.000566,140148543866624
1393198821,s,R,0.000791,140148544136960
1393198821,c,R,0.000504,140148530677504
1393198822,o,R,0.000820,140148543461120
1393198822,n,R,0.000726,140148544407296
1393198822,o,R,0.000614,140148530542336
1393198823,s,R,0.001577,140148530407168
1393198825,s,R,0.000795,140148543866624
1393198825,o,R,0.000608,140148530136832
1393198826,p,R,0.000804,140148543325952
1393198826,o,R,0.000752,140148530001664
1393198827,o,R,0.000781,140148543461120
1393198827,o,R,0.000785,140148529866496
1393198827,o,R,0.000750,140148543055616
1393198827,s,R,0.000843,140148544136960
1393198828,o,R,0.001514,140148529731328
1393198829,s,R,0.000781,140148529596160
1393198830,o,R,0.000813,140148530812672
1393198830,s,R,0.000794,140148543055616
1393198830,D,R,0.000771,140148529460992
1393198830,D,R,0.001436,140148529460992
1393198830,D,R,0.002092,140148529460992
1393198830,D,R,0.002677,140148529460992
1393198830,D,R,0.003356,140148529460992
1393198830,D,R,0.003946,140148529460992
1393198830,D,R,0.004551,140148529460992
1393198830,D,R,0.005055,140148529460992
1393198830,D,R,0.005643,140148529460992
1393198830,d,R,0.006036,140148529460992
1393198830,o,R,0.000785,140148544001792
1393198831,s,R,0.000873,140148543325952
1393198831,s,R,0.000795,140148544136960
1393198831,s,R,0.000762,140148543596288
1393198831,D,R,0.000667,140148529325824
1393198831,D,R,0.001243,140148529325824
1393198831,D,R,0.001842,140148529325824
1393198831,D,R,0.002399,140148529325824
1393198831,D,R,0.002732,140148529325824
1393198831,D,R,0.003237,140148529325824
1393198831,D,R,0.003827,140148529325824
1393198831,D,R,0.004434,140148529325824
1393198831,D,R,0.004942,140148529325824
1393198831,d,R,0.005572,140148529325824
1393198831,n,R,0.000869,140148543731456
1393198832,s,R,0.000759,140148529190656
1393198833,s,R,0.000706,140148529596160
1393198833,p,R,0.000811,140148529731328
1393198833,c,R,0.000488,140148543461120
1393198833,n,R,0.000877,140148542920448
1393198833,o,R,0.001404,140148529055488
1393198833,o,R,0.000794,140148529460992
1393198834,c,R,0.000496,140148543866624
1393198834,s,R,0.000811,140148530136832
1393198835,s,R,0.000812,140148543190784
1393198835,s,R,0.000853,140148529190656
1393198835,n,R,0.000884,140148530947840
1393198835,c,R,0.000418,140148528785152
1393198835,p,R,0.000701,140148528920320
1393198835,s,R,0.000798,140148543461120
1393198836,n,R,0.000825,140148544542464
1393198836,c,R,0.000500,140148543866624
1393198837,s,R,0.000785,140148530677504
1393198837,o,R,0.000792,140148543055616
1393198837,s,R,0.000367,140148528514816
1393198838,c,R,0.000509,140148542920448
1393198838,o,R,0.001482,140148528379648
1393198838,o,R,0.000798,140148543325952
1393198839,s,R,0.000802,140148543461120
1393198839,D,R,0.000802,140148543596288
1393198839,D,R,0.001445,140148543596288
1393198839,D,R,0.002099,140148543596288
1393198839,D,R,0.002742,140148543596288
1393198839,D,R,0.003278,140148543596288
1393198839,D,R,0.003807,140148543596288
1393198839,D,R,0.004394,140148543596288
1393198839,D,R,0.005013,140148543596288
1393198839,D,R,0.005416,140148543596288
1393198839,d,R,0.005841,140148543596288
1393198839,o,R,0.000779,140148528244480
1393198839,s,R,0.000777,140148530812672
1393198840,s,R,0.000801,140148544407296
1393198840,n,R,0.000894,140148530272000
1393198840,s,R,0.000843,140148530677504
1393198841,o,R,0.000781,140148528514816
1393198841,n,R,0.000864,140148544272128
1393198841,s,R,0.000793,140148530407168
1393198841,o,R,0.000740,140148527974144
1393198841,o,R,0.000784,140148529596160
1393198842,p,R,0.000812,140148543731456
1393198842,s,R,0.000802,140148542785280
1393198842,o,R,0.000794,140148542920448
1393198842,o,R,0.000805,140148527838976
1393198842,s,R,0.000863,140148528244480
1393198843,s,R,0.000796,140148529190656
1393198843,o,R,0.000794,140148544407296
1393198843,D,R,0.001457,140148527703808
1393198843,D,R,0.002017,140148527703808
1393198843,D,R,0.002586,140148527703808
1393198843,D,R,0.003019,140148527703808
1393198843,D,R,0.003386,140148527703808
1393198843,D,R,0.003829,140148527703808
1393198843,D,R,0.004121,140148527703808
1393198843,D,R,0.004610,140148527703808
1393198843,D,R,0.005143,140148527703808
1393198843,d,R,0.005602,140148527703808
1393198843,o,R,0.000792,140148543055616
1393198844,s,R,0.000844,140148529460992
1393198844,s,R,0.000797,140148530812672
1393198845,o,R,0.000412,140148544272128
1393198845,c,R,0.000251,140148543190784
1393198845,p,R,0.000813,140148528785152
1393198845,o,R,0.000785,140148528514816
1393198845,o,R,0.000775,140148527433472
1393198845,D,R,0.000792,140148529190656
1393198845,D,R,0.001441,140148529190656
1393198845,D,R,0.001957,140148529190656
1393198845,D,R,0.002579,140148529190656
1393198845,D,R,0.003208,140148529190656
1393198845,D,R,0.003737,140148529190656
1393198845,D,R,0.004238,140148529190656
1393198845,D,R,0.004795,140148529190656
1393198845,D,R,0.005289,140148529190656
1393198845,d,R,0.005629,140148529190656
1393198846,o,R,0.000797,140148527298304
1393198846,p,R,0.000815,140148527703808
1393198846,p,R,0.000836,140148529596160
1393198847,o,R,0.000788,140148543866624
1393198847,s,R,0.000809,140148528244480
1393198847,s,R,0.000800,140148543190784
1393198847,s,R,0.000713,140148527163136
1393198847,o,R,0.000796,140148529866496
1393198847,s,R,0.000796,140148542785280
1393198848,s,R,0.000817,140148543055616
1393198848,o,R,0.001230,140148527027968
1393198849,c,R,0.000504,140148529190656
1393198849,p,R,0.000813,140148530947840
1393198849,o,R,0.000777,140148530407168
1393198849,o,R,0.000717,140148526892800
1393198850,p,R,0.000561,140148530677504
1393198850,s,R,0.000780,140148526757632
1393198850,s,R,0.000804,140148530542336
1393198851,o,R,0.000790,140148529190656
1393198851,n,R,0.000884,140148544136960
1393198851,o,R,0.000782,140148543731456
1393198851,s,R,0.000770,140148526622464
1393198852,n,R,0.000838,140148529325824
1393198852,o,R,0.000785,140148529460992
1393198852,o,R,0.000820,140148543190784
1393198852,o,R,0.000790,140148527163136
1393198852,s,R,0.000795,140148543055616
1393198852,o,R,0.000804,140148542785280
1393198852,n,R,0.000866,140148528649984
1393198852,o,R,0.000741,140148526487296
1393198852,s,R,0.000798,140148543866624
1393198853,o,R,0.000807,140148529055488
1393198853,START,,,
1393198853,s,R,0.001322,140148526352128
1393198853,s,R,0.000795,140148530272000
1393198854,o,R,0.000797,140148526757632
1393198854,s,R,0.000801,140148526216960
1393198855,o,R,0.000771,140148543055616
1393198855,s,R,0.000422,140148542785280
1393198855,o,R,0.000790,140148529190656
1393198855,o,R,0.000791,140148529596160
1393198855,o,R,0.000778,140148543866624
1393198855,s,R,0.000792,140148528920320
1393198855,n,R,0.000400,140148530136832
1393198856,o,R,0.000446,140148543596288
1393198856,o,R,0.000826,140148526892800
1393198856,o,R,0.000802,140148528244480
1393198856,o,R,0.000792,140148526757632
1393198856,n,R,0.000859,140148528109312
1393198857,o,R,0.000781,140148543055616
1393198857,p,R,0.000371,140148527163136
1393198857,s,R,0.000814,140148542920448
1393198858,o,R,0.000795,140148543325952
1393198858,s,R,0.000797,140148544001792
1393198858,s,R,0.000796,140148528379648
1393198859,s,R,0.000818,140148530136832
1393198859,o,R,0.000799,140148544272128
1393198859,s,R,0.000833,140148526487296
1393198860,o,R,0.000773,140148530407168
1393198860,o,R,0.000800,140148542785280
1393198860,D,R,0.000795,140148542920448
1393198860,o,R,0.000614,140148528920320
1393198860,D,R,0.001359,140148542920448
1393198860,D,R,0.001963,140148542920448
1393198860,D,R,0.002608,140148542920448
1393198860,D,R,0.003116,140148542920448
1393198860,D,R,0.003770,140148542920448
1393198860,D,R,0.004394,140148542920448
1393198860,D,R,0.004981,140148542920448
1393198860,D,R,0.005605,140148542920448
1393198860,d,R,0.006153,140148542920448
1393198860,n,R,0.000421,140148527568640
1393198860,o,R,0.000412,140148543325952
1393198861,o,R,0.000785,140148526352128
1393198861,s,R,0.000776,140148530136832
1393198862,o,R,0.000806,140148528785152
1393198862,s,R,0.000796,140148543055616
1393198862,s,R,0.000783,140148530812672
1393198862,n,R,0.000823,140148527838976
1393198863,o,R,0.000821,140148544407296
1393198863,o,R,0.000832,140148526487296
1393198863,s,R,0.000798,140148527298304
1393198863,o,R,0.000389,140148529866496
1393198863,p,R,0.000799,140148528379648
1393198863,p,R,0.000820,140148526757632
1393198864,o,R,0.000781,140148526622464
1393198864,o,R,0.000792,140148544542464
1393198864,o,R,0.000791,140148530001664
1393198864,o,R,0.000799,140148526216960
1393198864,o,R,0.000800,140148543596288
1393198864,n,R,0.000864,140148528514816
1393198865,o,R,0.000782,140148530812672
1393198865,s,R,0.000795,140148526487296
1393198865,s,R,0.000832,140148544001792
