1393220316,s,C,0.009205,140316275939072
1393220317,o,C,0.007104,140316275803904
1393220318,o,C,0.003609,140316275668736
1393220319,c,R,0.000631,140316275533568
1393220321,s,C,0.002383,140316275263232
1393220322,o,C,0.002291,140316275128064
1393220323,o,C,0.005912,140316274992896
1393220323,s,C,0.003473,140316275263232
1393220323,s,C,0.003725,140316275533568
1393220324,o,C,0.002130,140316275939072
1393220324,o,C,0.002216,140316274857728
1393220325,s,C,0.003753,140316274722560
1393220327,p,C,0.002927,140316274587392
1393220328,p,C,0.004322,140316274452224
1393220328,s,C,0.003074,140316274317056
1393220329,o,C,0.002106,140316275128064
1393220329,o,C,0.004649,140316275263232
1393220329,s,C,0.003106,140316275939072
1393220329,s,C,0.004008,140316274181888
1393220330,o,C,0.000936,140316262344448
1393220330,o,C,0.001892,140316274722560
1393220330,s,C,0.003238,140316274452224
1393220330,s,C,0.003470,140316275533568
1393220332,o,C,0.000878,140316274992896
1393220332,o,C,0.000951,140316262074112
1393220333,o,C,0.002375,140316274452224
1393220333,s,C,0.003211,140316261938944
1393220333,s,C,0.004817,140316275533568
1393220334,o,C,0.002134,140316261803776
1393220334,s,C,0.004151,140316275939072
1393220335,c,C,0.000509,140316275263232
1393220335,o,C,0.001845,140316261668608
1393220336,n,C,0.014481,140316275398400
1393220336,s,C,0.003396,140316274317056
1393220336,s,C,0.003583,140316261533440
1393220337,n,C,0.022136,140316275668736
1393220337,o,C,0.001241,140316261398272
1393220337,o,C,0.002747,140316261938944
1393220338,o,C,0.002437,140316274452224
1393220338,o,C,0.002787,140316275128064
1393220338,s,C,0.003062,140316261263104
1393220339,o,C,0.001991,140316261127936
1393220339,o,C,0.002019,140316274181888
1393220340,o,C,0.001954,140316261263104
1393220340,o,C,0.002229,140316260992768
1393220341,o,C,0.001687,140316261668608
1393220341,o,C,0.003618,140316260857600
1393220341,s,C,0.002987,140316275668736
1393220341,s,C,0.003420,140316274722560
1393220342,s,C,0.002737,140316275533568
1393220342,s,C,0.003098,140316260722432
1393220343,o,C,0.001942,140316274857728
1393220343,o,C,0.002114,140316274992896
1393220343,o,C,0.002238,140316261938944
1393220343,o,C,0.003436,140316261127936
1393220343,s,C,0.002895,140316275939072
1393220343,s,C,0.002978,140316275668736
1393220343,s,C,0.003144,140316260992768
1393220343,s,C,0.003202,140316260587264
1393220343,s,C,0.004990,140316275263232
1393220344,o,C,0.002179,140316260452096
1393220344,o,C,0.003489,140316261533440
1393220345,o,C,0.002058,140316260316928
1393220345,s,C,0.002983,140316275533568
1393220345,s,C,0.003187,140316262344448
1393220346,s,C,0.002725,140316275263232
1393220346,s,C,0.003487,140316260587264
1393220347,D,C,0.013822,140316274452224
1393220347,D,C,0.024178,140316274452224
1393220347,D,C,0.031919,140316274452224
1393220347,D,C,0.035151,140316274452224
1393220347,D,C,0.037886,140316274452224
1393220347,D,C,0.040631,140316274452224
1393220347,D,C,0.045865,140316274452224
1393220347,D,C,0.053049,140316274452224
1393220347,D,C,0.057759,140316274452224
1393220347,d,C,0.060320,140316274452224
1393220347,n,C,0.001864,140316275803904
1393220347,n,C,0.011519,140316262209280
1393220347,o,C,0.002251,140316260046592
1393220347,s,C,0.003489,140316274181888
1393220348,D,C,0.010112,140316275398400
1393220348,D,C,0.013123,140316275398400
1393220348,D,C,0.015850,140316275398400
1393220348,D,C,0.018469,140316275398400
1393220348,D,C,0.021198,140316275398400
1393220348,D,C,0.027995,140316275398400
1393220348,D,C,0.033148,140316275398400
1393220348,D,C,0.036299,140316275398400
1393220348,D,C,0.039406,140316275398400
1393220348,d,C,0.042680,140316275398400
1393220348,o,C,0.002189,140316259911424
1393220348,s,C,0.002277,140316275939072
1393220348,s,C,0.003010,140316274587392
1393220349,c,C,0.000507,140316275668736
1393220349,o,C,0.000987,140316259776256
1393220349,o,C,0.001863,140316275128064
1393220350,o,C,0.002216,140316259641088
1393220350,o,C,0.002369,140316274181888
1393220351,o,C,0.001911,140316259505920
1393220351,o,C,0.002273,140316275939072
1393220351,o,C,0.002319,140316261263104
1393220352,c,C,0.000539,140316274181888
1393220352,o,C,0.000828,140316260046592
1393220352,o,C,0.000909,140316274587392
1393220352,p,C,0.001034,140316260857600
1393220352,s,C,0.003083,140316259370752
1393220353,o,C,0.001859,140316259235584
1393220353,p,C,0.001590,140316275263232
1393220354,o,C,0.001923,140316259100416
1393220354,o,C,0.002188,140316275128064
1393220354,p,C,0.001834,140316274452224
1393220354,s,C,0.002996,140316261127936
1393220355,D,C,0.006728,140316259641088
1393220355,D,C,0.009911,140316259641088
1393220355,D,C,0.012628,140316259641088
1393220355,D,C,0.015558,140316259641088
1393220355,D,C,0.024351,140316259641088
1393220355,D,C,0.030838,140316259641088
1393220355,D,C,0.034738,140316259641088
1393220355,D,C,0.038561,140316259641088
1393220355,D,C,0.047629,140316259641088
1393220355,d,C,0.054043,140316259641088
1393220355,o,C,0.000796,140316258965248
1393220355,o,C,0.002857,140316275533568
1393220355,s,C,0.003276,140316259370752
1393220356,D,C,0.012139,140316274722560
1393220356,D,C,0.022869,140316274722560
1393220356,D,C,0.029335,140316274722560
1393220356,D,C,0.033515,140316274722560
1393220356,D,C,0.037322,140316274722560
1393220356,D,C,0.041222,140316274722560
1393220356,D,C,0.048337,140316274722560
1393220356,D,C,0.056394,140316274722560
1393220356,D,C,0.063896,140316274722560
1393220356,d,C,0.066892,140316274722560
1393220356,o,C,0.001532,140316275128064
1393220356,o,C,0.002252,140316258830080
1393220357,o,C,0.001935,140316259235584
1393220357,o,C,0.002207,140316261398272
1393220357,o,C,0.003021,140316260316928
1393220357,s,C,0.003057,140316275263232
1393220357,s,C,0.003168,140316258694912
1393220358,D,C,0.007059,140316259100416
1393220358,D,C,0.010058,140316259100416
1393220358,D,C,0.013282,140316259100416
1393220358,D,C,0.016362,140316259100416
1393220358,D,C,0.021143,140316259100416
1393220358,D,C,0.025966,140316259100416
1393220358,D,C,0.030247,140316259100416
1393220358,D,C,0.032820,140316259100416
1393220358,D,C,0.035484,140316259100416
1393220358,d,C,0.038364,140316259100416
1393220358,o,C,0.001943,140316274181888
1393220358,o,C,0.002031,140316274587392
1393220358,o,C,0.002833,140316261127936
1393220358,s,C,0.003124,140316261668608
1393220358,s,C,0.003249,140316258559744
1393220359,o,C,0.001943,140316261263104
1393220359,s,C,0.003165,140316258424576
1393220359,s,C,0.003248,140316259505920
1393220360,o,C,0.002287,140316258289408
1393220360,s,C,0.003327,140316259100416
1393220360,s,C,0.003558,140316261533440
1393220361,n,C,0.013301,140316274317056
1393220361,o,C,0.002235,140316258559744
1393220361,s,C,0.002058,140316259641088
1393220361,s,C,0.002291,140316275128064
1393220361,s,C,0.003113,140316258154240
1393220362,n,C,0.008840,140316260181760
1393220362,n,C,0.027753,140316262074112
1393220362,n,R,0.004937,140316260722432
1393220362,o,C,0.000919,140316259370752
1393220362,o,C,0.001951,140316258019072
1393220362,o,C,0.002106,140316260452096
1393220362,s,C,0.001446,140316260992768
1393220362,s,C,0.003084,140316258830080
1393220362,s,C,0.003260,140316259505920
1393220362,s,C,0.003367,140316260316928
1393220363,D,C,0.012085,140316257883904
1393220363,D,C,0.024387,140316257883904
1393220363,D,C,0.027220,140316257883904
1393220363,D,C,0.035799,140316257883904
1393220363,D,C,0.047892,140316257883904
1393220363,D,C,0.050806,140316257883904
1393220363,D,C,0.053587,140316257883904
1393220363,D,C,0.058277,140316257883904
1393220363,D,C,0.082080,140316257883904
1393220363,d,C,0.101470,140316257883904
1393220363,o,C,0.002304,140316259235584
1393220363,o,C,0.002581,140316274181888
1393220364,n,C,0.009140,140316262344448
1393220364,o,C,0.002092,140316257748736
1393220364,o,C,0.002166,140316260046592
1393220364,s,C,0.002961,140316274587392
1393220364,s,C,0.003028,140316275263232
1393220364,s,C,0.003299,140316261398272
1393220365,D,C,0.012319,140316260722432
1393220365,o,C,0.001999,140316258559744
1393220365,o,C,0.002259,140316258424576
1393220365,s,C,0.001362,140316259776256
1393220365,s,C,0.003127,140316258830080
1393220365,s,C,0.003256,140316258019072
1393220365,s,C,0.005141,140316261533440
1393220366,D,C,0.020146,140316260722432
1393220366,D,C,0.024311,140316260722432
1393220366,D,C,0.031051,140316260722432
1393220366,D,C,0.038321,140316260722432
1393220366,D,C,0.041551,140316260722432
1393220366,D,C,0.044343,140316260722432
1393220366,D,C,0.047074,140316260722432
1393220366,D,C,0.049768,140316260722432
1393220366,d,C,0.054024,140316260722432
1393220366,n,C,0.022222,140316274857728
1393220366,p,C,0.003835,140316275668736
1393220366,s,C,0.001836,140316275263232
1393220366,s,C,0.003123,140316258694912
1393220366,s,C,0.003214,140316257883904
1393220366,s,C,0.003266,140316257478400
1393220367,c,C,0.000501,140316260452096
1393220367,o,C,0.001925,140316275803904
1393220367,o,C,0.001982,140316257343232
1393220367,o,C,0.002108,140316259505920
1393220367,o,C,0.002618,140316262074112
1393220367,p,C,0.002501,140316259641088
1393220367,s,C,0.002978,140316259235584
1393220367,s,C,0.003347,140316261668608
1393220368,D,C,0.003187,140316258559744
1393220368,D,C,0.007644,140316258559744
1393220368,D,C,0.015506,140316258559744
1393220368,D,C,0.024336,140316258559744
