1392865798,p,0.004592,-1976342784
1392865798,p,0.004821,-1976613120
1392865799,s,0.004219,-1977424128
1392865800,d,0.008950,-1962346752
1392865800,p,0.004525,-1977288960
1392865801,p,0.004875,-1977694464
1392865801,p,0.004876,-1977829632
1392865801,START
1392865802,p,0.004473,-1978099968
1392865802,p,0.003575,-1975937280
1392865802,o,0.006074,-1978775808
1392865802,p,0.004981,-1978370304
1392865803,p,0.001835,-1978910976
1392865804,s,0.003751,-1963563264
1392865804,d,0.012703,-1976072448
1392865805,p,0.004509,-1963833600
1392865807,n,0.035267,-1962211584
1392865807,o,0.005536,-1976072448
1392865808,n,0.005093,-1962481920
1392865808,n,0.012475,-1962617088
1392865808,n,0.023347,-1962752256
1392865809,n,0.012435,-1963022592
1392865810,n,0.010761,-1963292928
1392865811,n,0.011003,-1963698432
1392865811,p,0.004074,-1978910976
1392865811,n,0.023658,-1975802112
1392865812,p,0.003238,-1977288960
1392865813,s,0.003765,-1976613120
1392865813,n,0.009580,-1976477952
1392865813,n,0.007574,-1963428096
1392865814,n,0.009339,-1976748288
1392865814,n,0.028259,-1976883456
1392865814,n,0.009731,-1977018624
1392865814,n,0.009481,-1977153792
1392865815,n,0.025185,-1976207616
1392865815,n,0.008268,-1963968768
1392865815,n,0.021344,-1977559296
1392865816,d,0.012249,-1963022592
1392865816,n,0.006253,-1977964800
1392865816,n,0.022947,-1962887424
1392865816,p,0.004950,-1977288960
1392865817,n,0.014233,-1978235136
1392865817,s,0.005713,-1978910976
1392865817,n,0.016657,-1978505472
1392865817,p,0.001872,-1976072448
1392865818,n,0.016275,-1978640640
1392865818,p,0.001953,-1975802112
1392865818,p,0.004387,-1963698432
1392865819,n,0.025784,-1979046144
1392865819,n,0.008425,-1977424128
1392865819,n,0.007814,-1979181312
1392865819,p,0.003829,-1977694464
1392865819,p,0.007001,-1963022592
1392865821,p,0.003956,-1962481920
1392865822,p,0.004104,-1977018624
1392865822,p,0.003892,-1976883456
1392865823,n,0.014301,-1962346752
1392865823,o,0.001934,-1977153792
1392865824,n,0.024498,-1963563264
1392865824,p,0.003308,-1978099968
1392865825,p,0.003940,-1979181312
1392865825,n,0.014109,-1978775808
1392865825,p,0.004646,-1976748288
1392865825,o,0.005235,-1977153792
1392865826,p,0.004070,-1975937280
1392865827,p,0.002746,-1975802112
1392865827,d,0.011903,-1977964800
1392865827,p,0.004197,-1977424128
1392865829,p,0.003233,-1962346752
1392865829,p,0.003489,-1976883456
1392865830,p,0.004008,-1977964800
1392865831,n,0.014078,-1976613120
1392865831,n,0.013241,-1962752256
1392865832,p,0.004969,-1963157760
1392865832,p,0.004229,-1978640640
1392865833,p,0.002251,-1976883456
1392865834,s,0.003668,-1962752256
1392865836,n,0.005831,-1963833600
1392865836,n,0.007890,-1963292928
1392865836,n,0.008185,-1977559296
1392865837,s,0.003744,-1976883456
1392865837,n,0.018964,-1962617088
1392865838,p,0.003988,-1978640640
1392865839,n,0.009281,-1978235136
1392865839,p,0.004861,-1977153792
1392865839,n,0.009829,-1976207616
1392865840,n,0.012452,-1978370304
1392865842,n,0.026408,-1977694464
1392865842,n,0.011736,-1978910976
1392865843,p,0.003938,-1975937280
1392865844,n,0.009069,-1963022592
1392865845,n,0.025786,-1977018624
1392865845,o,0.005466,-1962617088
1392865846,s,0.003522,-1962887424
1392865846,p,0.004521,-1976072448
1392865846,d,0.014407,-1977153792
1392865847,p,0.004169,-1978910976
1392865847,p,0.003863,-1963157760
1392865847,n,0.009327,-1975802112
1392865847,p,0.001821,-1977424128
1392865848,n,0.010589,-1963968768
1392865848,n,0.018027,-1977288960
1392865848,n,0.011906,-1963563264
1392865849,p,0.004243,-1962887424
1392865849,n,0.009925,-1979181312
1392865849,p,0.001661,-1976748288
1392865850,n,0.015958,-1977829632
1392865850,n,0.014004,-1963698432
1392865851,n,0.014438,-1979046144
1392865851,p,0.003916,-1963022592
1392865853,n,0.033017,-1977964800
1392865853,p,0.004547,-1978235136
1392865854,n,0.013274,-1978775808
1392865854,n,0.010867,-1962346752
1392865854,o,0.005643,-1963292928
1392865854,p,0.004248,-1963698432
1392865855,n,0.011748,-1976613120
1392865856,n,0.004970,-1962211584
1392865856,n,0.012342,-1977559296
1392865857,n,0.008234,-1976883456
1392865858,n,0.014180,-1962752256
1392865858,p,0.005132,-1979046144
1392865859,p,0.004224,-1977964800
1392865859,n,0.016279,-1962481920
1392865859,p,0.003767,-1962346752
1392865859,p,0.004142,-1977153792
1392865860,p,0.004298,-1976477952
1392865860,n,0.004261,-1978099968
1392865861,n,0.011619,-1978505472
1392865861,p,0.004206,-1962211584
1392865863,p,0.003967,-1962887424
1392865863,p,0.002814,-1977964800
1392865864,n,0.014502,-1962617088
1392865864,n,0.016069,-1978370304
1392865864,p,0.001953,-1962346752
1392865865,p,0.001559,-1976883456
1392865866,n,0.012997,-1976072448
1392865867,n,0.008276,-1977424128
1392865867,p,0.003951,-1978505472
1392865868,n,0.010727,-1979181312
1392865868,p,0.001460,-1963968768
1392865868,p,0.003078,-1975802112
1392865868,n,0.013113,-1963157760
1392865869,p,0.004076,-1962346752
1392865870,n,0.014005,-1978640640
1392865872,n,0.026102,-1977829632
1392865872,n,0.009922,-1978910976
1392865872,p,0.005280,-1978370304
1392865873,n,0.004611,-1977694464
1392865873,p,0.003957,-1962752256
1392865874,n,0.013276,-1963292928
1392865874,p,0.004283,-1978640640
1392865874,p,0.004564,-1963968768
1392865875,n,0.013132,-1976207616
1392865875,n,0.008928,-1963698432
1392865875,n,0.012842,-1978775808
1392865875,p,0.001894,-1962481920
1392865875,n,0.006899,-1975937280
1392865876,p,0.004004,-1977018624
1392865877,p,0.003273,-1977153792
1392865877,p,0.003221,-1977694464
1392865877,s,0.003616,-1978505472
1392865878,n,0.010347,-1976613120
1392865878,p,0.001290,-1963968768
1392865878,d,0.005684,-1979181312
1392865878,n,0.009990,-1963563264
1392865879,n,0.011232,-1976748288
1392865879,p,0.004973,-1963428096
1392865879,p,0.003802,-1977424128
1392865880,n,0.013879,-1963022592
1392865880,d,0.012206,-1978505472
1392865880,n,0.014496,-1976477952
1392865881,p,0.003959,-1978640640
1392865882,p,0.004179,-1978235136
1392865884,o,0.003660,-1976207616
1392865884,p,0.004304,-1976477952
1392865885,n,0.011826,-1962211584
