Sizes;NOINIT_WRITE;INIT_WRITE;NOINIT_READ;INIT_READ
730000;100.00;100.00;100.00;100.00
731000;100.00;100.00;100.00;100.00
732000;100.00;100.00;100.00;100.00
733000;100.00;100.00;100.00;100.00
734000;100.00;100.00;100.00;100.00
735000;100.00;100.00;100.00;100.00
736000;100.00;100.00;100.00;100.00
737000;100.00;100.00;100.00;100.00
738000;100.00;100.00;100.00;100.00
739000;100.00;100.00;100.00;100.00
740000;100.00;100.00;100.00;100.00
741000;100.00;100.00;100.00;100.00
742000;100.00;100.00;100.00;100.00
743000;100.00;100.00;100.00;100.00
744000;100.00;100.00;100.00;100.00
745000;100.00;100.00;100.00;100.00
746000;100.00;100.00;100.00;100.00
747000;100.00;100.00;100.00;100.00
748000;100.00;100.00;100.00;100.00
749000;100.00;100.00;100.00;100.00
750000;100.00;100.00;100.00;100.00
751000;100.00;100.00;100.00;100.00
752000;100.00;100.00;100.00;100.00
753000;100.00;100.00;100.00;100.00
754000;100.00;100.00;100.00;100.00
755000;100.00;100.00;100.00;100.00
756000;100.00;100.00;100.00;100.00
757000;100.00;100.00;100.00;100.00
758000;100.00;100.00;100.00;100.00
759000;100.00;100.00;100.00;100.00
760000;100.00;100.00;100.00;100.00
761000;100.00;100.00;100.00;100.00
762000;100.00;100.00;100.00;100.00
763000;100.00;100.00;100.00;100.00
764000;100.00;100.00;100.00;100.00
765000;100.00;100.00;100.00;100.00
766000;100.00;100.00;100.00;100.00
767000;100.00;100.00;100.00;100.00
768000;100.00;100.00;100.00;100.00
769000;100.00;100.00;100.00;100.00
770000;100.00;100.00;100.00;100.00
771000;100.00;100.00;100.00;100.00
772000;100.00;100.00;100.00;100.00
773000;100.00;100.00;100.00;100.00
774000;100.00;100.00;100.00;100.00
775000;100.00;100.00;100.00;100.00
776000;100.00;100.00;100.00;100.00
777000;100.00;100.00;100.00;100.00
778000;100.00;100.00;100.00;100.00
779000;100.00;100.00;100.00;100.00
780000;100.00;100.00;100.00;100.00
781000;100.00;100.00;100.00;100.00
782000;100.00;100.00;100.00;100.00
783000;100.00;100.00;100.00;100.00
784000;100.00;100.00;100.00;100.00
785000;100.00;100.00;100.00;100.00
786000;100.00;100.00;100.00;100.00
787000;100.00;100.00;100.00;100.00
788000;100.00;100.00;100.00;100.00
789000;100.00;100.00;100.00;100.00
790000;100.00;100.00;100.00;100.00
791000;100.00;100.00;100.00;100.00
792000;100.00;100.00;100.00;100.00
793000;100.00;100.00;100.00;100.00
794000;100.00;100.00;100.00;100.00
795000;100.00;100.00;100.00;100.00
796000;100.00;100.00;100.00;100.00
797000;100.00;100.00;100.00;100.00
798000;100.00;100.00;100.00;100.00
799000;100.00;100.00;100.00;100.00
800000;100.00;100.00;100.00;100.00
