1392864812,p,0.002616,721241856
1392864813,p,0.001878,735373056
1392864813,p,0.002598,720836352
1392864813,s,0.003144,720295680
1392864813,p,0.003518,720701184
1392864814,p,0.002522,720566016
1392864814,s,0.003659,722052864
1392864815,START
1392864815,p,0.002439,720025344
1392864815,p,0.002371,719890176
1392864815,p,0.002454,735102720
1392864816,d,0.011703,734967552
1392864816,p,0.002450,719349504
1392864817,p,0.013157,719214336
1392864817,p,0.002462,719079168
1392864818,p,0.002789,734697216
1392864819,s,0.003198,735373056
1392864821,n,0.021681,735913728
1392864822,n,0.008932,735508224
1392864822,n,0.032773,735237888
1392864823,d,0.012774,721782528
1392864823,n,0.013447,734832384
1392864823,p,0.002618,735102720
1392864824,n,0.011940,734562048
1392864824,n,0.015839,734426880
1392864824,n,0.025863,734291712
1392864825,n,0.008217,734156544
1392864825,n,0.014163,722323200
1392864826,o,0.002458,721647360
1392864826,p,0.002598,735913728
1392864827,n,0.026682,721512192
1392864827,n,0.012793,721377024
1392864827,d,0.008288,735102720
1392864827,p,0.000943,719349504
1392864828,n,0.013245,721106688
1392864828,p,0.000992,720836352
1392864828,n,0.007904,720971520
1392864828,p,0.002936,734291712
1392864829,p,0.002157,735237888
1392864829,n,0.012923,720430848
1392864830,n,0.024853,735778560
1392864830,n,0.008279,720160512
1392864830,p,0.002057,721782528
1392864830,p,0.002663,735373056
1392864830,o,0.002067,734832384
1392864831,n,0.009969,719755008
1392864831,p,0.002703,721512192
1392864831,p,0.001975,720566016
1392864831,n,0.011565,719619840
1392864831,n,0.014854,719484672
1392864831,p,0.001022,735102720
1392864832,n,0.008566,718944000
1392864833,d,0.007974,734832384
1392864833,p,0.002451,735508224
1392864833,p,0.002230,721106688
1392864833,n,0.007630,735643392
1392864834,n,0.018122,720025344
1392864834,n,0.004933,721241856
1392864834,p,0.000983,734562048
1392864835,p,0.002210,735913728
1392864835,p,0.002511,719079168
1392864835,n,0.008872,720701184
1392864835,n,0.008348,734967552
1392864836,p,0.002227,735237888
1392864837,n,0.009237,719890176
1392864837,p,0.002961,734832384
1392864837,n,0.021062,720295680
1392864838,p,0.001073,734697216
1392864839,p,0.001053,721647360
1392864839,d,0.012633,720160512
1392864842,p,0.002592,720160512
1392864842,n,0.013342,722052864
1392864842,o,0.002054,734426880
1392864843,n,0.010868,722323200
1392864844,p,0.002870,719214336
1392864845,p,0.002280,720701184
1392864845,p,0.002564,734832384
1392864846,n,0.008059,722188032
1392864847,d,0.009643,719214336
1392864847,n,0.009951,734156544
1392864847,s,0.003319,719079168
1392864847,n,0.013105,719349504
1392864849,p,0.002338,720971520
1392864849,n,0.009282,735102720
1392864850,p,0.002560,719484672
1392864850,n,0.011855,735373056
1392864851,p,0.002237,734426880
1392864852,n,0.005307,720566016
1392864852,n,0.012871,721917696
1392864854,p,0.002446,734832384
1392864854,d,0.009113,734156544
1392864855,n,0.012792,734562048
1392864856,p,0.003024,719755008
1392864856,p,0.002206,720295680
1392864856,p,0.002054,735373056
1392864856,p,0.005744,719079168
1392864856,n,0.009169,735913728
1392864857,p,0.002223,720836352
1392864858,p,0.002497,721782528
1392864860,p,0.002338,735373056
1392864860,p,0.002326,721512192
1392864860,o,0.002331,734562048
1392864861,n,0.007263,722052864
1392864861,p,0.002225,721782528
1392864864,p,0.002484,721512192
1392864864,p,0.002515,734562048
1392864864,n,0.009649,722188032
1392864864,d,0.009640,720430848
1392864867,p,0.002526,734156544
1392864867,n,0.005389,719349504
1392864867,n,0.005650,735643392
1392864867,p,0.002037,735913728
1392864868,n,0.008951,734697216
1392864868,d,0.011837,720836352
1392864868,n,0.030533,719214336
1392864869,p,0.002427,721512192
1392864869,n,0.006569,721106688
1392864869,p,0.002557,734967552
1392864870,o,0.005144,720430848
1392864870,n,0.007404,719484672
1392864871,n,0.003160,721241856
1392864871,n,0.007655,735102720
1392864871,N,0.013609,735508224
1392864872,p,0.001752,722188032
1392864872,n,0.022953,720160512
1392864875,n,0.003412,720701184
1392864875,p,0.002712,721377024
1392864875,n,0.008068,735237888
1392864875,p,0.000971,719755008
1392864876,p,0.002117,734426880
1392864876,p,0.002214,721782528
1392864877,n,0.005639,718944000
1392864877,n,0.007671,719079168
1392864878,p,0.002509,735508224
1392864879,d,0.012022,719484672
1392864879,n,0.008144,735778560
1392864879,n,0.002440,720295680
1392864880,p,0.002246,735102720
1392864881,n,0.002744,720971520
1392864881,p,0.000944,720836352
1392864881,n,0.007403,719619840
1392864881,n,0.008874,719890176
1392864882,p,0.002583,719484672
1392864882,p,0.001195,734426880
1392864883,n,0.013339,722323200
1392864884,p,0.001034,720295680
1392864884,p,0.002587,720160512
1392864887,n,0.007717,721647360
1392864887,n,0.007700,734562048
1392864888,p,0.003084,720971520
1392864888,p,0.002435,720430848
1392864888,p,0.000947,719349504
1392864889,n,0.002945,721241856
1392864889,o,0.001005,734426880
1392864890,n,0.006790,722052864
1392864890,p,0.002413,720701184
1392864891,n,0.004122,721917696
1392864892,n,0.002903,719214336
1392864892,s,0.003310,721647360
1392864894,n,0.003185,734832384
1392864894,n,0.003313,735643392
1392864894,o,0.002329,735102720
1392864895,p,0.001092,719890176
1392864897,n,0.007661,720566016
1392864899,s,0.003108,734562048
1392864899,n,0.007084,735373056
1392864899,n,0.008008,720025344
1392864899,p,0.001837,734832384
1392864900,n,0.006690,719755008
1392864900,p,0.001166,719214336
1392864900,p,0.001057,722188032
1392864903,n,0.012481,721782528
1392864903,n,0.007813,720836352
1392864903,n,0.006443,721106688
1392864904,N,0.009985,734156544
1392864904,p,0.002581,734562048
1392864905,p,0.002515,735778560
1392864906,n,0.004469,721377024
1392864906,n,0.007984,722323200
1392864906,p,0.002522,720971520
1392864906,n,0.010510,719484672
1392864907,p,0.002469,721106688
1392864907,n,0.013026,719079168
1392864908,p,0.003201,734562048
1392864908,p,0.002068,719619840
1392864909,n,0.012060,719349504
1392864911,n,0.027927,721647360
1392864911,p,0.002509,720701184
1392864912,p,0.002600,720971520
1392864912,p,0.002534,734562048
1392864913,n,0.024138,720160512
1392864914,n,0.012728,735237888
1392864914,p,0.003255,734156544
1392864914,p,0.002473,735508224
1392864914,n,0.007814,720295680
1392864915,p,0.002085,734291712
1392864915,n,0.006405,735102720
1392864915,d,0.012141,720701184
1392864915,n,0.008481,734967552
1392864915,p,0.001772,719755008
1392864915,p,0.002317,720836352
1392864918,n,0.007859,720025344
1392864918,n,0.008543,722052864
1392864918,n,0.008109,735643392
1392864918,n,0.008863,735373056
1392864919,p,0.002206,721917696
1392864920,s,0.002944,721512192
1392864921,n,0.006184,718944000
1392864922,n,0.008413,719214336
1392864922,n,0.007006,719890176
1392864922,n,0.008212,734697216
1392864925,p,0.000927,720295680
1392864926,p,0.000938,735643392
1392864926,p,0.002478,722323200
1392864927,n,0.009140,721377024
1392864928,d,0.011641,720701184
1392864928,p,0.001019,720836352
1392864928,n,0.007968,735913728
1392864928,p,0.002306,719484672
1392864929,p,0.002199,721106688
1392864929,p,0.001045,720566016
1392864931,n,0.003801,734562048
1392864932,d,0.010943,720566016
1392864933,p,0.002482,722323200
1392864933,p,0.002225,735508224
1392864933,n,0.007221,734291712
1392864933,d,0.010922,734156544
1392864933,n,0.002959,719619840
1392864934,n,0.010028,735237888
1392864934,n,0.009363,735778560
1392864935,s,0.003489,722052864
1392864935,p,0.002037,735373056
1392864936,n,0.005204,720025344
1392864936,p,0.003054,734562048
1392864937,n,0.008509,719755008
1392864938,n,0.010133,719349504
1392864938,n,0.013912,721647360
1392864938,p,0.002739,722052864
1392864939,s,0.002757,720430848
1392864940,n,0.007825,734426880
1392864941,p,0.000942,720566016
1392864941,n,0.007070,721512192
1392864941,n,0.019868,721782528
1392864941,n,0.010245,718944000
1392864942,n,0.002447,734967552
1392864942,p,0.000985,720836352
1392864942,n,0.006812,735102720
1392864943,p,0.002475,735913728
1392864943,p,0.002577,720295680
1392864944,p,0.001086,735643392
1392864945,n,0.010006,720971520
1392864946,s,0.003319,735508224
1392864947,n,0.008999,719890176
1392864948,n,0.003737,719079168
1392864948,s,0.003527,735237888
1392864949,n,0.008338,734697216
1392864949,p,0.002645,735508224
1392864949,n,0.009316,734832384
1392864950,n,0.008809,720701184
1392864950,p,0.002302,721106688
1392864950,p,0.002678,719619840
1392864951,n,0.010155,734291712
1392864952,n,0.007916,722188032
1392864952,s,0.004403,722052864
1392864952,p,0.003095,719890176
1392864952,n,0.010059,720160512
1392864952,p,0.000910,735913728
1392864952,n,0.005301,735778560
1392864954,d,0.012169,721106688
1392864954,n,0.008572,734156544
1392864954,p,0.002893,735237888
1392864955,n,0.009437,721917696
1392864955,p,0.002839,719755008
1392864955,p,0.002461,718944000
1392864957,n,0.010296,721647360
1392864957,p,0.002381,735102720
1392864957,n,0.007569,721241856
1392864958,p,0.002910,735913728
1392864959,n,0.007380,720025344
1392864960,p,0.002476,721512192
1392864960,n,0.006268,720430848
1392864960,p,0.002388,721106688
1392864961,p,0.002515,720566016
1392864962,p,0.002223,734426880
1392864962,s,0.003440,721782528
1392864962,n,0.006792,719349504
1392864963,p,0.002398,722052864
1392864964,n,0.007275,735643392
1392864965,p,0.002535,735913728
1392864965,d,0.012046,722052864
1392864965,n,0.009842,720836352
1392864966,p,0.000962,734832384
1392864967,n,0.010728,735373056
1392864967,p,0.002400,734426880
1392864967,n,0.009892,734562048
1392864969,p,0.002587,719079168
1392864969,p,0.002481,720566016
1392864969,p,0.002268,721647360
1392864969,n,0.010456,719619840
1392864970,n,0.010204,734967552
1392864970,n,0.016647,722188032
1392864970,p,0.002539,721377024
1392864971,p,0.002205,720025344
1392864971,n,0.007928,735778560
1392864973,o,0.002282,720295680
1392864973,p,0.002213,735643392
1392864974,n,0.007165,719755008
1392864974,n,0.002857,722323200
1392864976,p,0.002530,734967552
1392864976,n,0.009002,719484672
1392864976,n,0.008999,719214336
1392864977,n,0.007337,720971520
1392864979,n,0.007482,721241856
1392864980,p,0.002418,735643392
1392864981,p,0.002037,735508224
1392864981,n,0.012539,721782528
1392864981,p,0.002537,734832384
1392864982,s,0.003345,719214336
1392864982,p,0.002195,720701184
1392864984,n,0.008107,720430848
1392864984,n,0.004365,721106688
1392864984,p,0.002741,720836352
1392864984,n,0.008682,721512192
1392864985,p,0.002237,735778560
1392864986,d,0.003658,735508224
1392864986,n,0.016183,721917696
1392864987,p,0.002038,735643392
1392864987,n,0.010431,734562048
1392864988,n,0.008235,719619840
1392864988,n,0.006440,735237888
1392864989,n,0.007171,718944000
1392864989,p,0.002242,735508224
1392864990,n,0.016619,722052864
1392864991,o,0.002337,735237888
1392864991,n,0.006725,722188032
1392864991,s,0.001308,734291712
1392864991,n,0.002777,734426880
1392864991,n,0.012605,720295680
1392864991,n,0.006047,734156544
1392865012,TERMINATED,735778560
1392865013,TERMINATED,735102720
1392865013,TERMINATED,721647360
1392865013,TERMINATED,721512192
1392865013,TERMINATED,720295680
1392865014,TERMINATED,734832384
1392865014,TERMINATED,722188032
1392865014,TERMINATED,720701184
1392865015,TERMINATED,719619840
1392865015,TERMINATED,735237888
1392865016,TERMINATED,734426880
1392865016,TERMINATED,719755008
1392865016,TERMINATED,721241856
1392865018,TERMINATED,719349504
1392865018,TERMINATED,734291712
1392865019,TERMINATED,720836352
1392865019,TERMINATED,721782528
1392865020,TERMINATED,722052864
1392865021,TERMINATED,719890176
1392865022,TERMINATED,720430848
1392865022,TERMINATED,718944000
1392865022,TERMINATED,734156544
1392865022,TERMINATED,721106688
1392865022,TERMINATED,720025344
1392865023,TERMINATED,734562048
1392865023,TERMINATED,722323200
1392865024,TERMINATED,720160512
1392865026,TERMINATED,734967552
1392865027,TERMINATED,721377024
1392865028,TERMINATED,720566016
1392865029,TERMINATED,719079168
1392865029,TERMINATED,719214336
1392865029,TERMINATED,735643392
1392865029,TERMINATED,719484672
1392865029,TERMINATED,721917696
1392865031,TERMINATED,735373056
1392865035,TERMINATED,735913728
1392865040,TERMINATED,734697216
1392865066,TERMINATED,735508224
1392865074,TERMINATED,720971520
